"average_loss.1","average_loss.7","average_loss.8","average_loss.10","architecture","marker","Partition"
0.629190766582129,0.708669996332973,0.612040432216186,0.344082459739712,"RKHS","LINKED_SNPS","Partition_10"
0.638133613122957,0.675380236102548,1.21934917079744,0.617525129337348,"RKHS","LINKED_SNPS","ARO_ADM"
0.638038900930172,0.651710176443922,0.596299511656085,0.361141018422743,"RKHS","SIX_KERNELS","Partition_1"
0.606535997548673,0.561517887350206,0.722431041007711,0.374661516329648,"RKHS","SIX_KERNELS","Partition_2"
0.562516233101818,0.633536115652014,0.869565514501885,0.331706494088426,"RKHS","SIX_KERNELS","Partition_3"
0.653188971145168,0.758087092778412,0.793088942733174,0.302569659483686,"RKHS","SIX_KERNELS","Partition_4"
0.719254924937907,0.582819927864168,0.811307905998568,0.36610869501577,"RKHS","SIX_KERNELS","Partition_5"
0.600819216395451,0.676786117051491,0.55407335265772,0.255032959890935,"RKHS","SIX_KERNELS","Partition_6"
0.690071824701062,0.748289214098325,0.630667971811124,0.356899561667854,"RKHS","SIX_KERNELS","Partition_7"
0.717515978821943,0.571250708717146,0.671488385992803,0.273714889888766,"RKHS","SIX_KERNELS","Partition_8"
0.672227575665119,0.698303976699084,0.877414498555273,0.331475762655489,"RKHS","SIX_KERNELS","Partition_9"
0.629993547086144,0.704631666616896,0.639060308162322,0.316565215234559,"RKHS","SIX_KERNELS","Partition_10"
0.628204242571466,0.650170338879976,1.2070820950362,0.564135320021369,"RKHS","SIX_KERNELS","ARO_ADM"
0.645208853475967,0.660221787536996,0.588567850634365,0.387685828965833,"RKHS","SNPS","Partition_1"
0.609823041508562,0.569462850202326,0.763483254916329,0.367921961078115,"RKHS","SNPS","Partition_2"
0.537816760436693,0.629191433567945,0.8709310130882,0.414755149119972,"RKHS","SNPS","Partition_3"
0.622536235436429,0.747515163112549,0.901309475770182,0.31879682581257,"RKHS","SNPS","Partition_4"
0.687932308748726,0.597675555573259,0.862943922461372,0.377055338618521,"RKHS","SNPS","Partition_5"
0.61895920852153,0.671493030726763,0.581164404943801,0.312383962629701,"RKHS","SNPS","Partition_6"
0.665818745679697,0.74328819780165,0.706052853604827,0.423181454284724,"RKHS","SNPS","Partition_7"
0.696340173333754,0.559866980235219,0.685441074522659,0.305355534951533,"RKHS","SNPS","Partition_8"
0.649803016734376,0.693689694151984,0.870649136881206,0.342721431782469,"RKHS","SNPS","Partition_9"
0.624064040986478,0.671260085593066,0.646725153504417,0.360274092737154,"RKHS","SNPS","Partition_10"
0.661423268243094,0.689195590276112,1.39594119245158,0.639885454402117,"RKHS","SNPS","ARO_ADM"
