"average_loss_1","average_loss_7","average_loss_8","average_loss_10","architecture","marker","Partition"
0.565159618854523,0.520830392837524,0.749882459640503,0.455490320920944,"MLP_PCA","SIX_PCAS_ONE_INPUT","Partition_10"
0.574319899082184,0.472768068313599,1.06942808628082,0.742724895477295,"MLP_PCA","SIX_PCAS_ONE_INPUT","ARO_ADM"
0.791350960731506,0.929947674274445,0.790190637111664,0.512029767036438,"MLP_PCA","PCA_SNPS","Partition_1"
0.607650697231293,0.617517828941345,0.973568797111511,0.404074549674988,"MLP_PCA","PCA_SNPS","Partition_2"
0.587025225162506,0.733102321624756,1.22768819332123,0.37218564748764,"MLP_PCA","PCA_SNPS","Partition_3"
0.628983795642853,0.685894310474396,0.911274552345276,0.524487614631653,"MLP_PCA","PCA_SNPS","Partition_4"
0.623566269874573,0.814742863178253,0.918205320835114,0.451712250709534,"MLP_PCA","PCA_SNPS","Partition_5"
0.694320678710938,0.783588469028473,0.729486703872681,0.292791962623596,"MLP_PCA","PCA_SNPS","Partition_6"
0.76900726556778,0.792691826820374,0.881066560745239,0.426481246948242,"MLP_PCA","PCA_SNPS","Partition_7"
0.655520498752594,0.599712133407593,0.690601706504822,0.386025011539459,"MLP_PCA","PCA_SNPS","Partition_8"
0.625821888446808,0.786052286624908,1.21310389041901,0.379659444093704,"MLP_PCA","PCA_SNPS","Partition_9"
0.540058672428131,0.623391628265381,0.743611097335815,0.516546726226807,"MLP_PCA","PCA_SNPS","Partition_10"
0.701450049877167,0.700943946838379,1.11515998840332,0.805175244808197,"MLP_PCA","PCA_SNPS","ARO_ADM"
0.665818154811859,0.587984323501587,0.792767465114594,0.41853728890419,"CNN","LINKED_SNPS","Partition_1"
0.616028249263763,0.565111815929413,0.75330662727356,0.445924758911133,"CNN","LINKED_SNPS","Partition_2"
0.545544505119324,0.629074513912201,0.960151553153992,0.329220920801163,"CNN","LINKED_SNPS","Partition_3"
0.628126859664917,0.606775462627411,0.817371487617493,0.42053347826004,"CNN","LINKED_SNPS","Partition_4"
0.567885875701904,0.644342124462128,0.833534181118011,0.405818462371826,"CNN","LINKED_SNPS","Partition_5"
0.56800377368927,0.672537922859192,0.637832462787628,0.293711125850677,"CNN","LINKED_SNPS","Partition_6"
0.489059299230576,0.732752621173859,0.936583042144775,0.428634107112885,"CNN","LINKED_SNPS","Partition_7"
0.561914086341858,0.444937646389008,0.616497278213501,0.295627862215042,"CNN","LINKED_SNPS","Partition_8"
0.544972717761993,0.658082723617554,1.01662230491638,0.336089372634888,"CNN","LINKED_SNPS","Partition_9"
0.616948068141937,0.648629367351532,0.805190682411194,0.391149997711182,"CNN","LINKED_SNPS","Partition_10"
0.571214616298676,0.795182645320892,1.25894570350647,0.631402254104614,"CNN","LINKED_SNPS","ARO_ADM"
0.668723046779633,0.547748923301697,0.713507354259491,0.402083516120911,"MLP","LINKED_SNPS","Partition_1"
0.586913168430328,0.57610285282135,0.665257334709167,0.427319765090942,"MLP","LINKED_SNPS","Partition_2"
0.584424674510956,0.771708369255066,0.835679054260254,0.478928655385971,"MLP","LINKED_SNPS","Partition_3"
0.706397414207458,0.644676506519318,0.80554211139679,0.381498396396637,"MLP","LINKED_SNPS","Partition_4"
0.631534159183502,0.678709745407104,0.91717541217804,0.432175725698471,"MLP","LINKED_SNPS","Partition_5"
0.812751114368439,0.672435879707336,0.562407255172729,0.334970116615295,"MLP","LINKED_SNPS","Partition_6"
0.574938416481018,0.693158745765686,0.715632915496826,0.453950107097626,"MLP","LINKED_SNPS","Partition_7"
0.616460621356964,0.472393214702606,0.729025900363922,0.336979925632477,"MLP","LINKED_SNPS","Partition_8"
0.585839569568634,0.669214963912964,1.08455216884613,0.386154115200043,"MLP","LINKED_SNPS","Partition_9"
0.613999307155609,0.680247366428375,0.763808250427246,0.331782639026642,"MLP","LINKED_SNPS","Partition_10"
0.582854628562927,0.609609127044678,1.02962231636047,0.724532842636108,"MLP","LINKED_SNPS","ARO_ADM"
0.647884905338287,0.742969751358032,0.854096233844757,0.438894271850586,"MLP_PCA","PCA_LINKED_SNPS","Partition_1"
0.612007021903992,0.833925127983093,0.904509663581848,0.436577558517456,"MLP_PCA","PCA_LINKED_SNPS","Partition_2"
0.542246878147125,0.541075825691223,1.18736231327057,0.394763708114624,"MLP_PCA","PCA_LINKED_SNPS","Partition_3"
0.575201451778412,0.657406628131866,0.985539197921753,0.425212800502777,"MLP_PCA","PCA_LINKED_SNPS","Partition_4"
0.626444041728973,0.672904372215271,1.06611514091492,0.493019223213196,"MLP_PCA","PCA_LINKED_SNPS","Partition_5"
0.537721574306488,0.677127063274384,0.630275785923004,0.369830757379532,"MLP_PCA","PCA_LINKED_SNPS","Partition_6"
0.736928999423981,0.682121217250824,0.745696425437927,0.476673543453217,"MLP_PCA","PCA_LINKED_SNPS","Partition_7"
0.66789448261261,0.542330980300903,0.815869331359863,0.400941729545593,"MLP_PCA","PCA_LINKED_SNPS","Partition_8"
0.663169920444489,0.769291162490845,1.08479523658752,0.520628869533539,"MLP_PCA","PCA_LINKED_SNPS","Partition_9"
0.672874331474304,0.697904109954834,0.851096749305725,0.531636238098145,"MLP_PCA","PCA_LINKED_SNPS","Partition_10"
0.593966901302338,0.637653648853302,1.14667797088623,0.629152894020081,"MLP_PCA","PCA_LINKED_SNPS","ARO_ADM"
0.634946405887604,0.552266418933868,0.78224903345108,0.471126228570938,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_1"
0.871639370918274,0.491859912872314,0.785932838916779,0.438113451004028,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_2"
0.594947695732117,0.67059326171875,1.33293306827545,0.377143323421478,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_3"
0.628773093223572,0.585130095481873,1.01503968238831,0.405165493488312,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_4"
0.722538113594055,0.493003010749817,0.988013625144958,0.474940925836563,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_5"
0.568214774131775,0.728344857692719,0.679787755012512,0.395257532596588,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_6"
0.599028646945953,0.689932346343994,0.845422506332397,0.433667659759521,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_7"
0.617382168769836,0.417860925197601,0.729905247688293,0.408491492271423,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_8"
0.663012444972992,0.588473558425903,1.13074350357056,0.40825754404068,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_9"
0.592578768730164,0.688719093799591,0.81112813949585,0.37480491399765,"MLP_PCA","PCA_MULTIPLE_INPUTS","Partition_10"
0.591058015823364,0.500276565551758,1.00665199756622,0.684380710124969,"MLP_PCA","PCA_MULTIPLE_INPUTS","ARO_ADM"
